image_id,timestamp,date_str,time_ms,orbit_direction,relative_orbit,sensor_mode,polarization,product_type,platform,geometry_type
S1B_IW_GRDH_1SDV_20190318T000000_DESCENDING,2019-03-18,2019-03-18,1552842000000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190320T000000_DESCENDING,2019-03-20,2019-03-20,1553014800000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190322T000000_DESCENDING,2019-03-22,2019-03-22,1553187600000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190324T000000_DESCENDING,2019-03-24,2019-03-24,1553360400000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190326T000000_DESCENDING,2019-03-26,2019-03-26,1553533200000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190328T000000_DESCENDING,2019-03-28,2019-03-28,1553706000000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190330T000000_DESCENDING,2019-03-30,2019-03-30,1553878800000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190402T000000_DESCENDING,2019-04-02,2019-04-02,1554138000000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190404T000000_DESCENDING,2019-04-04,2019-04-04,1554310800000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190406T000000_DESCENDING,2019-04-06,2019-04-06,1554483600000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190408T000000_DESCENDING,2019-04-08,2019-04-08,1554656400000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190410T000000_DESCENDING,2019-04-10,2019-04-10,1554829200000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190412T000000_DESCENDING,2019-04-12,2019-04-12,1555002000000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190414T000000_DESCENDING,2019-04-14,2019-04-14,1555174800000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190416T000000_DESCENDING,2019-04-16,2019-04-16,1555347600000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190418T000000_DESCENDING,2019-04-18,2019-04-18,1555520400000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190420T000000_DESCENDING,2019-04-20,2019-04-20,1555693200000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190422T000000_DESCENDING,2019-04-22,2019-04-22,1555866000000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190424T000000_DESCENDING,2019-04-24,2019-04-24,1556038800000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190426T000000_DESCENDING,2019-04-26,2019-04-26,1556211600000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190428T000000_DESCENDING,2019-04-28,2019-04-28,1556384400000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190430T000000_DESCENDING,2019-04-30,2019-04-30,1556557200000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190502T000000_DESCENDING,2019-05-02,2019-05-02,1556730000000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190504T000000_DESCENDING,2019-05-04,2019-05-04,1556902800000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190506T000000_DESCENDING,2019-05-06,2019-05-06,1557075600000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190508T000000_DESCENDING,2019-05-08,2019-05-08,1557248400000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190510T000000_DESCENDING,2019-05-10,2019-05-10,1557421200000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190512T000000_DESCENDING,2019-05-12,2019-05-12,1557594000000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190514T000000_DESCENDING,2019-05-14,2019-05-14,1557766800000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190516T000000_DESCENDING,2019-05-16,2019-05-16,1557939600000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190518T000000_DESCENDING,2019-05-18,2019-05-18,1558112400000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190520T000000_DESCENDING,2019-05-20,2019-05-20,1558285200000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190522T000000_DESCENDING,2019-05-22,2019-05-22,1558458000000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190524T000000_DESCENDING,2019-05-24,2019-05-24,1558630800000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190526T000000_DESCENDING,2019-05-26,2019-05-26,1558803600000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190528T000000_DESCENDING,2019-05-28,2019-05-28,1558976400000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190530T000000_DESCENDING,2019-05-30,2019-05-30,1559149200000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190602T000000_DESCENDING,2019-06-02,2019-06-02,1559408400000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190604T000000_DESCENDING,2019-06-04,2019-06-04,1559581200000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190606T000000_DESCENDING,2019-06-06,2019-06-06,1559754000000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190608T000000_DESCENDING,2019-06-08,2019-06-08,1559926800000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190610T000000_DESCENDING,2019-06-10,2019-06-10,1560099600000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190612T000000_DESCENDING,2019-06-12,2019-06-12,1560272400000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190614T000000_DESCENDING,2019-06-14,2019-06-14,1560445200000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190616T000000_DESCENDING,2019-06-16,2019-06-16,1560618000000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190618T000000_DESCENDING,2019-06-18,2019-06-18,1560790800000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190620T000000_DESCENDING,2019-06-20,2019-06-20,1560963600000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190622T000000_DESCENDING,2019-06-22,2019-06-22,1561136400000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190624T000000_DESCENDING,2019-06-24,2019-06-24,1561309200000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190626T000000_DESCENDING,2019-06-26,2019-06-26,1561482000000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190628T000000_DESCENDING,2019-06-28,2019-06-28,1561654800000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190630T000000_DESCENDING,2019-06-30,2019-06-30,1561827600000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190702T000000_DESCENDING,2019-07-02,2019-07-02,1562000400000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190704T000000_DESCENDING,2019-07-04,2019-07-04,1562173200000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190706T000000_DESCENDING,2019-07-06,2019-07-06,1562346000000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190708T000000_DESCENDING,2019-07-08,2019-07-08,1562518800000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190710T000000_DESCENDING,2019-07-10,2019-07-10,1562691600000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190712T000000_DESCENDING,2019-07-12,2019-07-12,1562864400000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190714T000000_DESCENDING,2019-07-14,2019-07-14,1563037200000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190716T000000_DESCENDING,2019-07-16,2019-07-16,1563210000000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190718T000000_DESCENDING,2019-07-18,2019-07-18,1563382800000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190720T000000_DESCENDING,2019-07-20,2019-07-20,1563555600000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190722T000000_DESCENDING,2019-07-22,2019-07-22,1563728400000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190724T000000_DESCENDING,2019-07-24,2019-07-24,1563901200000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190726T000000_DESCENDING,2019-07-26,2019-07-26,1564074000000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190728T000000_DESCENDING,2019-07-28,2019-07-28,1564246800000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190730T000000_DESCENDING,2019-07-30,2019-07-30,1564419600000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190802T000000_DESCENDING,2019-08-02,2019-08-02,1564678800000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190804T000000_DESCENDING,2019-08-04,2019-08-04,1564851600000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190806T000000_DESCENDING,2019-08-06,2019-08-06,1565024400000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190808T000000_DESCENDING,2019-08-08,2019-08-08,1565197200000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190810T000000_DESCENDING,2019-08-10,2019-08-10,1565370000000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190812T000000_DESCENDING,2019-08-12,2019-08-12,1565542800000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190814T000000_DESCENDING,2019-08-14,2019-08-14,1565715600000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190816T000000_DESCENDING,2019-08-16,2019-08-16,1565888400000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190818T000000_DESCENDING,2019-08-18,2019-08-18,1566061200000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190820T000000_DESCENDING,2019-08-20,2019-08-20,1566234000000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190822T000000_DESCENDING,2019-08-22,2019-08-22,1566406800000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190824T000000_DESCENDING,2019-08-24,2019-08-24,1566579600000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190826T000000_DESCENDING,2019-08-26,2019-08-26,1566752400000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190828T000000_DESCENDING,2019-08-28,2019-08-28,1566925200000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190830T000000_DESCENDING,2019-08-30,2019-08-30,1567098000000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190902T000000_DESCENDING,2019-09-02,2019-09-02,1567357200000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190904T000000_DESCENDING,2019-09-04,2019-09-04,1567530000000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190906T000000_DESCENDING,2019-09-06,2019-09-06,1567702800000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190908T000000_DESCENDING,2019-09-08,2019-09-08,1567875600000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190910T000000_DESCENDING,2019-09-10,2019-09-10,1568048400000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190912T000000_DESCENDING,2019-09-12,2019-09-12,1568221200000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190914T000000_DESCENDING,2019-09-14,2019-09-14,1568394000000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190916T000000_DESCENDING,2019-09-16,2019-09-16,1568566800000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190918T000000_DESCENDING,2019-09-18,2019-09-18,1568739600000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190920T000000_DESCENDING,2019-09-20,2019-09-20,1568912400000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190922T000000_DESCENDING,2019-09-22,2019-09-22,1569085200000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190924T000000_DESCENDING,2019-09-24,2019-09-24,1569258000000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190926T000000_DESCENDING,2019-09-26,2019-09-26,1569430800000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190928T000000_DESCENDING,2019-09-28,2019-09-28,1569603600000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20190930T000000_DESCENDING,2019-09-30,2019-09-30,1569776400000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191002T000000_DESCENDING,2019-10-02,2019-10-02,1569949200000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191004T000000_DESCENDING,2019-10-04,2019-10-04,1570122000000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191006T000000_DESCENDING,2019-10-06,2019-10-06,1570294800000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191008T000000_DESCENDING,2019-10-08,2019-10-08,1570467600000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191010T000000_DESCENDING,2019-10-10,2019-10-10,1570640400000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191012T000000_DESCENDING,2019-10-12,2019-10-12,1570813200000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191014T000000_DESCENDING,2019-10-14,2019-10-14,1570986000000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191016T000000_DESCENDING,2019-10-16,2019-10-16,1571158800000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191018T000000_DESCENDING,2019-10-18,2019-10-18,1571331600000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191020T000000_DESCENDING,2019-10-20,2019-10-20,1571504400000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191022T000000_DESCENDING,2019-10-22,2019-10-22,1571677200000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191024T000000_DESCENDING,2019-10-24,2019-10-24,1571850000000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191026T000000_DESCENDING,2019-10-26,2019-10-26,1572022800000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191028T000000_DESCENDING,2019-10-28,2019-10-28,1572195600000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191030T000000_DESCENDING,2019-10-30,2019-10-30,1572368400000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191102T000000_DESCENDING,2019-11-02,2019-11-02,1572627600000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191104T000000_DESCENDING,2019-11-04,2019-11-04,1572800400000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191106T000000_DESCENDING,2019-11-06,2019-11-06,1572973200000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191108T000000_DESCENDING,2019-11-08,2019-11-08,1573146000000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191110T000000_DESCENDING,2019-11-10,2019-11-10,1573318800000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191112T000000_DESCENDING,2019-11-12,2019-11-12,1573491600000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191114T000000_DESCENDING,2019-11-14,2019-11-14,1573664400000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191116T000000_DESCENDING,2019-11-16,2019-11-16,1573837200000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191118T000000_DESCENDING,2019-11-18,2019-11-18,1574010000000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191120T000000_DESCENDING,2019-11-20,2019-11-20,1574182800000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191122T000000_DESCENDING,2019-11-22,2019-11-22,1574355600000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1B_IW_GRDH_1SDV_20191124T000000_DESCENDING,2019-11-24,2019-11-24,1574528400000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
