image_id,timestamp,date_str,time_ms,orbit_direction,relative_orbit,sensor_mode,polarization,product_type,platform,geometry_type
S1A_IW_GRDH_1SDV_20190515T000000_ASCENDING,2019-05-15,2019-05-15,1557853200000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190517T000000_ASCENDING,2019-05-17,2019-05-17,1558026000000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190519T000000_ASCENDING,2019-05-19,2019-05-19,1558198800000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190521T000000_ASCENDING,2019-05-21,2019-05-21,1558371600000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190523T000000_ASCENDING,2019-05-23,2019-05-23,1558544400000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190525T000000_ASCENDING,2019-05-25,2019-05-25,1558717200000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190527T000000_ASCENDING,2019-05-27,2019-05-27,1558890000000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190529T000000_ASCENDING,2019-05-29,2019-05-29,1559062800000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190531T000000_ASCENDING,2019-05-31,2019-05-31,1559235600000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190601T000000_ASCENDING,2019-06-01,2019-06-01,1559322000000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190603T000000_ASCENDING,2019-06-03,2019-06-03,1559494800000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190605T000000_ASCENDING,2019-06-05,2019-06-05,1559667600000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190607T000000_ASCENDING,2019-06-07,2019-06-07,1559840400000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190609T000000_ASCENDING,2019-06-09,2019-06-09,1560013200000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190611T000000_ASCENDING,2019-06-11,2019-06-11,1560186000000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190613T000000_ASCENDING,2019-06-13,2019-06-13,1560358800000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190615T000000_ASCENDING,2019-06-15,2019-06-15,1560531600000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190617T000000_ASCENDING,2019-06-17,2019-06-17,1560704400000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190619T000000_ASCENDING,2019-06-19,2019-06-19,1560877200000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190621T000000_ASCENDING,2019-06-21,2019-06-21,1561050000000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190623T000000_ASCENDING,2019-06-23,2019-06-23,1561222800000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190625T000000_ASCENDING,2019-06-25,2019-06-25,1561395600000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190627T000000_ASCENDING,2019-06-27,2019-06-27,1561568400000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190629T000000_ASCENDING,2019-06-29,2019-06-29,1561741200000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190701T000000_ASCENDING,2019-07-01,2019-07-01,1561914000000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190703T000000_ASCENDING,2019-07-03,2019-07-03,1562086800000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190705T000000_ASCENDING,2019-07-05,2019-07-05,1562259600000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190707T000000_ASCENDING,2019-07-07,2019-07-07,1562432400000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190709T000000_ASCENDING,2019-07-09,2019-07-09,1562605200000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190711T000000_ASCENDING,2019-07-11,2019-07-11,1562778000000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190713T000000_ASCENDING,2019-07-13,2019-07-13,1562950800000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190715T000000_ASCENDING,2019-07-15,2019-07-15,1563123600000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190717T000000_ASCENDING,2019-07-17,2019-07-17,1563296400000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190719T000000_ASCENDING,2019-07-19,2019-07-19,1563469200000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190721T000000_ASCENDING,2019-07-21,2019-07-21,1563642000000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190723T000000_ASCENDING,2019-07-23,2019-07-23,1563814800000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190725T000000_ASCENDING,2019-07-25,2019-07-25,1563987600000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190727T000000_ASCENDING,2019-07-27,2019-07-27,1564160400000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190729T000000_ASCENDING,2019-07-29,2019-07-29,1564333200000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190731T000000_ASCENDING,2019-07-31,2019-07-31,1564506000000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190801T000000_ASCENDING,2019-08-01,2019-08-01,1564592400000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190803T000000_ASCENDING,2019-08-03,2019-08-03,1564765200000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190805T000000_ASCENDING,2019-08-05,2019-08-05,1564938000000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190807T000000_ASCENDING,2019-08-07,2019-08-07,1565110800000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190809T000000_ASCENDING,2019-08-09,2019-08-09,1565283600000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190811T000000_ASCENDING,2019-08-11,2019-08-11,1565456400000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190813T000000_ASCENDING,2019-08-13,2019-08-13,1565629200000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190815T000000_ASCENDING,2019-08-15,2019-08-15,1565802000000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190817T000000_ASCENDING,2019-08-17,2019-08-17,1565974800000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190819T000000_ASCENDING,2019-08-19,2019-08-19,1566147600000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190821T000000_ASCENDING,2019-08-21,2019-08-21,1566320400000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190823T000000_ASCENDING,2019-08-23,2019-08-23,1566493200000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190825T000000_ASCENDING,2019-08-25,2019-08-25,1566666000000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190827T000000_ASCENDING,2019-08-27,2019-08-27,1566838800000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190829T000000_ASCENDING,2019-08-29,2019-08-29,1567011600000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190831T000000_ASCENDING,2019-08-31,2019-08-31,1567184400000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190901T000000_ASCENDING,2019-09-01,2019-09-01,1567270800000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190903T000000_ASCENDING,2019-09-03,2019-09-03,1567443600000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190905T000000_ASCENDING,2019-09-05,2019-09-05,1567616400000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190907T000000_ASCENDING,2019-09-07,2019-09-07,1567789200000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190909T000000_ASCENDING,2019-09-09,2019-09-09,1567962000000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190911T000000_ASCENDING,2019-09-11,2019-09-11,1568134800000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190913T000000_ASCENDING,2019-09-13,2019-09-13,1568307600000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190915T000000_ASCENDING,2019-09-15,2019-09-15,1568480400000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190917T000000_ASCENDING,2019-09-17,2019-09-17,1568653200000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190919T000000_ASCENDING,2019-09-19,2019-09-19,1568826000000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190921T000000_ASCENDING,2019-09-21,2019-09-21,1568998800000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190923T000000_ASCENDING,2019-09-23,2019-09-23,1569171600000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190925T000000_ASCENDING,2019-09-25,2019-09-25,1569344400000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190927T000000_ASCENDING,2019-09-27,2019-09-27,1569517200000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190929T000000_ASCENDING,2019-09-29,2019-09-29,1569690000000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20191001T000000_ASCENDING,2019-10-01,2019-10-01,1569862800000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20191003T000000_ASCENDING,2019-10-03,2019-10-03,1570035600000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20191005T000000_ASCENDING,2019-10-05,2019-10-05,1570208400000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20191007T000000_ASCENDING,2019-10-07,2019-10-07,1570381200000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20191009T000000_ASCENDING,2019-10-09,2019-10-09,1570554000000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20191011T000000_ASCENDING,2019-10-11,2019-10-11,1570726800000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20191013T000000_ASCENDING,2019-10-13,2019-10-13,1570899600000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20191015T000000_ASCENDING,2019-10-15,2019-10-15,1571072400000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20191017T000000_ASCENDING,2019-10-17,2019-10-17,1571245200000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20191019T000000_ASCENDING,2019-10-19,2019-10-19,1571418000000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20191021T000000_ASCENDING,2019-10-21,2019-10-21,1571590800000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20191023T000000_ASCENDING,2019-10-23,2019-10-23,1571763600000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20191025T000000_ASCENDING,2019-10-25,2019-10-25,1571936400000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20191027T000000_ASCENDING,2019-10-27,2019-10-27,1572109200000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20191029T000000_ASCENDING,2019-10-29,2019-10-29,1572282000000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20191031T000000_ASCENDING,2019-10-31,2019-10-31,1572454800000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20191101T000000_ASCENDING,2019-11-01,2019-11-01,1572541200000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20191103T000000_ASCENDING,2019-11-03,2019-11-03,1572714000000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20191105T000000_ASCENDING,2019-11-05,2019-11-05,1572886800000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20191107T000000_ASCENDING,2019-11-07,2019-11-07,1573059600000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20191109T000000_ASCENDING,2019-11-09,2019-11-09,1573232400000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20191111T000000_ASCENDING,2019-11-11,2019-11-11,1573405200000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
