id,timestamp,orbit,rel_orbit,datetime
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250414T105827_20250414T105852_058752_074727_6782,1744628307000,ASCENDING,55,2025-04-14 10:58:27
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250414T105852_20250414T105917_058752_074727_EB83,1744628332000,ASCENDING,55,2025-04-14 10:58:52
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250416T225039_20250416T225108_058788_074892_E17A,1744843839000,DESCENDING,91,2025-04-16 22:50:39
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250419T110653_20250419T110718_058825_074A22_93C9,1745060813000,ASCENDING,128,2025-04-19 11:06:53
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250426T105828_20250426T105853_058927_074E48_ABD7,1745665108000,ASCENDING,55,2025-04-26 10:58:28
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250426T105853_20250426T105918_058927_074E48_DF81,1745665133000,ASCENDING,55,2025-04-26 10:58:53
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250428T225040_20250428T225109_058963_074FC0_F213,1745880640000,DESCENDING,91,2025-04-28 22:50:40
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250501T110654_20250501T110719_059000_075141_DFAA,1746097614000,ASCENDING,128,2025-05-01 11:06:54
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250508T105827_20250508T105852_059102_07552F_8275,1746701907000,ASCENDING,55,2025-05-08 10:58:27
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250508T105852_20250508T105917_059102_07552F_BF41,1746701932000,ASCENDING,55,2025-05-08 10:58:52
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250510T225039_20250510T225108_059138_075665_8D96,1746917439000,DESCENDING,91,2025-05-10 22:50:39
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250520T105827_20250520T105852_059277_075B34_A392,1747738707000,ASCENDING,55,2025-05-20 10:58:27
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250520T105852_20250520T105917_059277_075B34_B263,1747738732000,ASCENDING,55,2025-05-20 10:58:52
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250522T225039_20250522T225108_059313_075C76_8E68,1747954239000,DESCENDING,91,2025-05-22 22:50:39
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250601T105827_20250601T105852_059452_07614D_54B9,1748775507000,ASCENDING,55,2025-06-01 10:58:27
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250601T105852_20250601T105917_059452_07614D_53FB,1748775532000,ASCENDING,55,2025-06-01 10:58:52
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250603T225038_20250603T225107_059488_076286_68F7,1748991038000,DESCENDING,91,2025-06-03 22:50:38
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250615T225037_20250615T225107_059663_07687E_5D78,1750027837000,DESCENDING,91,2025-06-15 22:50:37
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250627T225037_20250627T225106_059838_076E90_0AE0,1751064637000,DESCENDING,91,2025-06-27 22:50:37
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250707T105825_20250707T105850_059977_077363_7BE9,1751885905000,ASCENDING,55,2025-07-07 10:58:25
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250707T105850_20250707T105915_059977_077363_E907,1751885930000,ASCENDING,55,2025-07-07 10:58:50
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250709T225036_20250709T225105_060013_0774A0_071B,1752101436000,DESCENDING,91,2025-07-09 22:50:36
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250712T110650_20250712T110715_060050_0775EC_4950,1752318410000,ASCENDING,128,2025-07-12 11:06:50
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250719T105824_20250719T105849_060152_077968_1A66,1752922704000,ASCENDING,55,2025-07-19 10:58:24
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250719T105849_20250719T105914_060152_077968_4596,1752922729000,ASCENDING,55,2025-07-19 10:58:49
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250721T225036_20250721T225105_060188_077AA3_A277,1753138236000,DESCENDING,91,2025-07-21 22:50:36
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250724T110650_20250724T110715_060225_077BF7_DF04,1753355210000,ASCENDING,128,2025-07-24 11:06:50
COPERNICUS/S1_GRD/S1C_IW_GRDH_1SDV_20250725T105727_20250725T105752_003376_006CAC_E42C,1753441047000,ASCENDING,55,2025-07-25 10:57:27
COPERNICUS/S1_GRD/S1C_IW_GRDH_1SDV_20250727T224934_20250727T225003_003412_006DC5_1296,1753656574000,DESCENDING,91,2025-07-27 22:49:34
COPERNICUS/S1_GRD/S1C_IW_GRDH_1SDV_20250730T110533_20250730T110607_003449_006EDD_93CD,1753873533000,ASCENDING,128,2025-07-30 11:05:33
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250802T225035_20250802T225105_060363_0780A7_D524,1754175035000,DESCENDING,91,2025-08-02 22:50:35
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250805T110649_20250805T110714_060400_0781F8_9EC6,1754392009000,ASCENDING,128,2025-08-05 11:06:49
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250805T110649_20250805T110714_060400_0781F8_6B01,1754392009000,ASCENDING,128,2025-08-05 11:06:49
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250812T105824_20250812T105849_060502_0785E4_6084,1754996304000,ASCENDING,55,2025-08-12 10:58:24
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250812T105849_20250812T105914_060502_0785E4_10F3,1754996329000,ASCENDING,55,2025-08-12 10:58:49
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250814T225035_20250814T225104_060538_07874E_E519,1755211835000,DESCENDING,91,2025-08-14 22:50:35
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250817T110649_20250817T110714_060575_0788CD_A249,1755428809000,ASCENDING,128,2025-08-17 11:06:49
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250824T105824_20250824T105849_060677_078CC7_66C0,1756033104000,ASCENDING,55,2025-08-24 10:58:24
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250824T105849_20250824T105914_060677_078CC7_2E28,1756033129000,ASCENDING,55,2025-08-24 10:58:49
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250826T225036_20250826T225105_060713_078E33_33AE,1756248636000,DESCENDING,91,2025-08-26 22:50:36
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250829T110650_20250829T110715_060750_078FB1_D5E5,1756465610000,ASCENDING,128,2025-08-29 11:06:50
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250905T105824_20250905T105849_060852_0793B5_5A23,1757069904000,ASCENDING,55,2025-09-05 10:58:24
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250905T105849_20250905T105914_060852_0793B5_605E,1757069929000,ASCENDING,55,2025-09-05 10:58:49
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250907T225036_20250907T225105_060888_079527_A435,1757285436000,DESCENDING,91,2025-09-07 22:50:36
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250910T110650_20250910T110715_060925_0796AA_28D1,1757502410000,ASCENDING,128,2025-09-10 11:06:50
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250917T105824_20250917T105849_061027_079ABB_B4AD,1758106704000,ASCENDING,55,2025-09-17 10:58:24
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250917T105849_20250917T105914_061027_079ABB_9867,1758106729000,ASCENDING,55,2025-09-17 10:58:49
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250919T225036_20250919T225105_061063_079C29_4233,1758322236000,DESCENDING,91,2025-09-19 22:50:36
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250922T110650_20250922T110715_061100_079DAF_9110,1758539210000,ASCENDING,128,2025-09-22 11:06:50
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250929T105825_20250929T105850_061202_07A1C8_31C6,1759143505000,ASCENDING,55,2025-09-29 10:58:25
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20250929T105850_20250929T105915_061202_07A1C8_6E87,1759143530000,ASCENDING,55,2025-09-29 10:58:50
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251001T225036_20251001T225105_061238_07A33D_ED05,1759359036000,DESCENDING,91,2025-10-01 22:50:36
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251004T110650_20251004T110715_061275_07A4BF_A68A,1759576010000,ASCENDING,128,2025-10-04 11:06:50
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251011T105825_20251011T105850_061377_07A8D5_F609,1760180305000,ASCENDING,55,2025-10-11 10:58:25
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251011T105850_20251011T105915_061377_07A8D5_8551,1760180330000,ASCENDING,55,2025-10-11 10:58:50
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251013T225037_20251013T225106_061413_07AA46_A67E,1760395837000,DESCENDING,91,2025-10-13 22:50:37
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251016T110650_20251016T110715_061450_07ABC9_8EF4,1760612810000,ASCENDING,128,2025-10-16 11:06:50
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251023T105847_20251023T105912_061552_07AFDF_28F3,1761217127000,ASCENDING,55,2025-10-23 10:58:47
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251025T225036_20251025T225105_061588_07B14C_757A,1761432636000,DESCENDING,91,2025-10-25 22:50:36
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251028T110650_20251028T110715_061625_07B2D0_D24F,1761649610000,ASCENDING,128,2025-10-28 11:06:50
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251104T105824_20251104T105849_061727_07B6CD_7C4E,1762253904000,ASCENDING,55,2025-11-04 10:58:24
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251104T105849_20251104T105914_061727_07B6CD_4EF7,1762253929000,ASCENDING,55,2025-11-04 10:58:49
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251106T225036_20251106T225105_061763_07B830_A838,1762469436000,DESCENDING,91,2025-11-06 22:50:36
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251109T110650_20251109T110715_061800_07B9A8_7FD3,1762686410000,ASCENDING,128,2025-11-09 11:06:50
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251116T105824_20251116T105849_061902_07BD95_D6AA,1763290704000,ASCENDING,55,2025-11-16 10:58:24
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251116T105849_20251116T105914_061902_07BD95_729A,1763290729000,ASCENDING,55,2025-11-16 10:58:49
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251118T225035_20251118T225104_061938_07BEFF_A608,1763506235000,DESCENDING,91,2025-11-18 22:50:35
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251121T110649_20251121T110714_061975_07C076_7DA3,1763723209000,ASCENDING,128,2025-11-21 11:06:49
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251128T105823_20251128T105848_062077_07C46D_7244,1764327503000,ASCENDING,55,2025-11-28 10:58:23
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251128T105848_20251128T105913_062077_07C46D_286A,1764327528000,ASCENDING,55,2025-11-28 10:58:48
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251130T225034_20251130T225103_062113_07C5CE_38BE,1764543034000,DESCENDING,91,2025-11-30 22:50:34
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251203T110648_20251203T110713_062150_07C749_17DF,1764760008000,ASCENDING,128,2025-12-03 11:06:48
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251210T105822_20251210T105847_062252_07CB4A_D0B1,1765364302000,ASCENDING,55,2025-12-10 10:58:22
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251210T105847_20251210T105912_062252_07CB4A_7307,1765364327000,ASCENDING,55,2025-12-10 10:58:47
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251212T225033_20251212T225102_062288_07CCA4_806D,1765579833000,DESCENDING,91,2025-12-12 22:50:33
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251215T110647_20251215T110712_062325_07CE22_D9A2,1765796807000,ASCENDING,128,2025-12-15 11:06:47
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251222T105820_20251222T105845_062427_07D20F_6CEA,1766401100000,ASCENDING,55,2025-12-22 10:58:20
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251222T105845_20251222T105910_062427_07D20F_CDD9,1766401125000,ASCENDING,55,2025-12-22 10:58:45
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251224T225032_20251224T225101_062463_07D36C_E999,1766616632000,DESCENDING,91,2025-12-24 22:50:32
COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20251227T110645_20251227T110710_062500_07D4F0_C27D,1766833605000,ASCENDING,128,2025-12-27 11:06:45
