image_id,timestamp,date_str,time_ms,orbit_direction,relative_orbit,sensor_mode,polarization,product_type,platform,geometry_type
S1A_IW_GRDH_1SDV_20190413T000000_ASCENDING,2019-04-13,2019-04-13,1555088400000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190414T000000_DESCENDING,2019-04-14,2019-04-14,1555174800000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190415T000000_ASCENDING,2019-04-15,2019-04-15,1555261200000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190416T000000_DESCENDING,2019-04-16,2019-04-16,1555347600000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190417T000000_ASCENDING,2019-04-17,2019-04-17,1555434000000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190418T000000_DESCENDING,2019-04-18,2019-04-18,1555520400000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190419T000000_ASCENDING,2019-04-19,2019-04-19,1555606800000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190420T000000_DESCENDING,2019-04-20,2019-04-20,1555693200000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190421T000000_ASCENDING,2019-04-21,2019-04-21,1555779600000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190422T000000_DESCENDING,2019-04-22,2019-04-22,1555866000000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190423T000000_ASCENDING,2019-04-23,2019-04-23,1555952400000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190424T000000_DESCENDING,2019-04-24,2019-04-24,1556038800000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190425T000000_ASCENDING,2019-04-25,2019-04-25,1556125200000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190426T000000_DESCENDING,2019-04-26,2019-04-26,1556211600000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190427T000000_ASCENDING,2019-04-27,2019-04-27,1556298000000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190428T000000_DESCENDING,2019-04-28,2019-04-28,1556384400000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190429T000000_ASCENDING,2019-04-29,2019-04-29,1556470800000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190430T000000_DESCENDING,2019-04-30,2019-04-30,1556557200000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190501T000000_ASCENDING,2019-05-01,2019-05-01,1556643600000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190502T000000_DESCENDING,2019-05-02,2019-05-02,1556730000000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190503T000000_ASCENDING,2019-05-03,2019-05-03,1556816400000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190504T000000_DESCENDING,2019-05-04,2019-05-04,1556902800000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190505T000000_ASCENDING,2019-05-05,2019-05-05,1556989200000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190506T000000_DESCENDING,2019-05-06,2019-05-06,1557075600000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190507T000000_ASCENDING,2019-05-07,2019-05-07,1557162000000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190508T000000_DESCENDING,2019-05-08,2019-05-08,1557248400000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190509T000000_ASCENDING,2019-05-09,2019-05-09,1557334800000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190510T000000_DESCENDING,2019-05-10,2019-05-10,1557421200000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190511T000000_ASCENDING,2019-05-11,2019-05-11,1557507600000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190512T000000_DESCENDING,2019-05-12,2019-05-12,1557594000000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190513T000000_ASCENDING,2019-05-13,2019-05-13,1557680400000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190514T000000_DESCENDING,2019-05-14,2019-05-14,1557766800000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190515T000000_ASCENDING,2019-05-15,2019-05-15,1557853200000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190516T000000_DESCENDING,2019-05-16,2019-05-16,1557939600000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190517T000000_ASCENDING,2019-05-17,2019-05-17,1558026000000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190518T000000_DESCENDING,2019-05-18,2019-05-18,1558112400000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190519T000000_ASCENDING,2019-05-19,2019-05-19,1558198800000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190520T000000_DESCENDING,2019-05-20,2019-05-20,1558285200000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190521T000000_ASCENDING,2019-05-21,2019-05-21,1558371600000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190522T000000_DESCENDING,2019-05-22,2019-05-22,1558458000000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190523T000000_ASCENDING,2019-05-23,2019-05-23,1558544400000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190524T000000_DESCENDING,2019-05-24,2019-05-24,1558630800000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190525T000000_ASCENDING,2019-05-25,2019-05-25,1558717200000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190526T000000_DESCENDING,2019-05-26,2019-05-26,1558803600000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190527T000000_ASCENDING,2019-05-27,2019-05-27,1558890000000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190528T000000_DESCENDING,2019-05-28,2019-05-28,1558976400000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190529T000000_ASCENDING,2019-05-29,2019-05-29,1559062800000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190530T000000_DESCENDING,2019-05-30,2019-05-30,1559149200000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190531T000000_ASCENDING,2019-05-31,2019-05-31,1559235600000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1A_IW_GRDH_1SDV_20190601T000000_ASCENDING,2019-06-01,2019-06-01,1559322000000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190602T000000_DESCENDING,2019-06-02,2019-06-02,1559408400000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190603T000000_ASCENDING,2019-06-03,2019-06-03,1559494800000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190604T000000_DESCENDING,2019-06-04,2019-06-04,1559581200000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190605T000000_ASCENDING,2019-06-05,2019-06-05,1559667600000,ASCENDING,25,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190606T000000_DESCENDING,2019-06-06,2019-06-06,1559754000000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190607T000000_ASCENDING,2019-06-07,2019-06-07,1559840400000,ASCENDING,26,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190608T000000_DESCENDING,2019-06-08,2019-06-08,1559926800000,DESCENDING,132,IW,"['VV', 'VH']",GRD,1B,Polygon
S1A_IW_GRDH_1SDV_20190609T000000_ASCENDING,2019-06-09,2019-06-09,1560013200000,ASCENDING,24,IW,"['VV', 'VH']",GRD,1A,Polygon
S1B_IW_GRDH_1SDV_20190610T000000_DESCENDING,2019-06-10,2019-06-10,1560099600000,DESCENDING,131,IW,"['VV', 'VH']",GRD,1B,Polygon
